03:56:47:102 CMD DBGM     - Commands Sent By Default To Module DBGM
03:56:47:108 CMD DBGM     - 925 DT_LB027 0.00.00 - ETACS_LL.AE_LB027.DT_LB027       000000 off
03:56:47:108 CMD DBGM     - 926 SD_LB027 0.00.00 - ETACS_LL.AE_LB027.SD_LB027       000000 off
03:56:47:108 CMD DBGM     - 927 AE_LB026 0.00.00 - ETAC_Low.ETACS_LL.AE_LB026       000000 off
03:56:47:108 CMD DBGM     - 928 DT_LB026 0.00.00 - ETACS_LL.AE_LB026.DT_LB026       000000 off
03:56:47:108 CMD DBGM     - 929 SD_LB026 0.00.00 - ETACS_LL.AE_LB026.SD_LB026       000000 off
03:56:47:108 CMD DBGM     - 930 AE_LB025 0.00.00 - ETAC_Low.ETACS_LL.AE_LB025       000000 off
03:56:47:108 CMD DBGM     - 931 DT_LB025 0.00.00 - ETACS_LL.AE_LB025.DT_LB025       000000 off
03:56:47:108 CMD DBGM     - 932 SD_LB025 0.00.00 - ETACS_LL.AE_LB025.SD_LB025       000000 off
03:56:47:109 CMD DBGM     - 933 AE_LB024 0.00.00 - ETAC_Low.ETACS_LL.AE_LB024       000000 off
03:56:47:109 CMD DBGM     - 934 DT_LB024 0.00.00 - ETACS_LL.AE_LB024.DT_LB024       000000 off
03:56:47:109 CMD DBGM     - 935 SD_LB024 0.00.00 - ETACS_LL.AE_LB024.SD_LB024       000000 off
03:56:47:109 CMD DBGM     - 936 AE_LB023 0.00.00 - ETAC_Low.ETACS_LL.AE_LB023       000000 off
03:56:47:109 CMD DBGM     - 937 DT_LB023 0.00.00 - ETACS_LL.AE_LB023.DT_LB023       000000 off
03:56:47:109 CMD DBGM     - 938 SD_LB023 0.00.00 - ETACS_LL.AE_LB023.SD_LB023       000000 off
03:56:47:109 CMD DBGM     - 939 AE_LB022 0.00.00 - ETAC_Low.ETACS_LL.AE_LB022       000000 off
03:56:47:109 CMD DBGM     - 940 DT_LB022 0.00.00 - ETACS_LL.AE_LB022.DT_LB022       000000 off
03:56:47:109 CMD DBGM     - 941 SD_LB022 0.00.00 - ETACS_LL.AE_LB022.SD_LB022       000000 off
03:56:47:109 CMD DBGM     - 942 AE_LB021 0.00.00 - ETAC_Low.ETACS_LL.AE_LB021       000000 off
03:56:47:109 CMD DBGM     - 943 DT_LB021 0.00.00 - ETACS_LL.AE_LB021.DT_LB021       000000 off
03:56:47:109 CMD DBGM     - 944 SD_LB021 0.00.00 - ETACS_LL.AE_LB021.SD_LB021       000000 off
03:56:47:109 CMD DBGM     - 945 AE_LB020 0.00.00 - ETAC_Low.ETACS_LL.AE_LB020       000000 off
03:56:47:109 CMD DBGM     - 946 DT_LB020 0.00.00 - ETACS_LL.AE_LB020.DT_LB020       000000 off
03:56:47:109 CMD DBGM     - 947 SD_LB020 0.00.00 - ETACS_LL.AE_LB020.SD_LB020       000000 off
03:56:47:109 CMD DBGM     - 948 AE_LB019 0.00.00 - ETAC_Low.ETACS_LL.AE_LB019       000000 off
03:56:47:109 CMD DBGM     - 949 DT_LB019 0.00.00 - ETACS_LL.AE_LB019.DT_LB019       000000 off
03:56:47:109 CMD DBGM     - 950 SD_LB019 0.00.00 - ETACS_LL.AE_LB019.SD_LB019       000000 off
03:56:47:109 CMD DBGM     - 951 AE_LB018 0.00.00 - ETAC_Low.ETACS_LL.AE_LB018       000000 off
03:56:47:109 CMD DBGM     - 952 DT_LB018 0.00.00 - ETACS_LL.AE_LB018.DT_LB018       000000 off
03:56:47:109 CMD DBGM     - 953 SD_LB018 0.00.00 - ETACS_LL.AE_LB018.SD_LB018       000000 off
03:56:47:109 CMD DBGM     - 954 AE_LB017 0.00.00 - ETAC_Low.ETACS_LL.AE_LB017       000000 off
03:56:47:109 CMD DBGM     - 955 DT_LB017 0.00.00 - ETACS_LL.AE_LB017.DT_LB017       000000 off
03:56:47:109 CMD DBGM     - 956 SD_LB017 0.00.00 - ETACS_LL.AE_LB017.SD_LB017       000000 off
03:56:47:109 CMD DBGM     - 957 AE_LB016 0.00.00 - ETAC_Low.ETACS_LL.AE_LB016       000000 off
03:56:47:109 CMD DBGM     - 958 DT_LB016 0.00.00 - ETACS_LL.AE_LB016.DT_LB016       000000 off
03:56:47:109 CMD DBGM     - 959 SD_LB016 0.00.00 - ETACS_LL.AE_LB016.SD_LB016       000000 off
03:56:47:109 CMD DBGM     - 960 AE_LB015 0.00.00 - ETAC_Low.ETACS_LL.AE_LB015       000000 off
03:56:47:109 CMD DBGM     - 961 DT_LB015 0.00.00 - ETACS_LL.AE_LB015.DT_LB015       000000 off
03:56:47:109 CMD DBGM     - 962 SD_LB015 0.00.00 - ETACS_LL.AE_LB015.SD_LB015       000000 off
03:56:47:109 CMD DBGM     - 963 AE_LB014 0.00.00 - ETAC_Low.ETACS_LL.AE_LB014       000000 off
03:56:47:109 CMD DBGM     - 964 DT_LB014 0.00.00 - ETACS_LL.AE_LB014.DT_LB014       000000 off
03:56:47:109 CMD DBGM     - 965 SD_LB014 0.00.00 - ETACS_LL.AE_LB014.SD_LB014       000000 off
03:56:47:109 CMD DBGM     - 966 AE_LB013 0.00.00 - ETAC_Low.ETACS_LL.AE_LB013       000000 off
03:56:47:109 CMD DBGM     - 967 DT_LB013 0.00.00 - ETACS_LL.AE_LB013.DT_LB013       000000 off
03:56:47:109 CMD DBGM     - 968 SD_LB013 0.00.00 - ETACS_LL.AE_LB013.SD_LB013       000000 off
03:56:47:109 CMD DBGM     - 969 AE_LB012 0.00.00 - ETAC_Low.ETACS_LL.AE_LB012       000000 off
03:56:47:109 CMD DBGM     - 970 DT_LB012 0.00.00 - ETACS_LL.AE_LB012.DT_LB012       000000 off
03:56:47:109 CMD DBGM     - 971 SD_LB012 0.00.00 - ETACS_LL.AE_LB012.SD_LB012       000000 off
03:56:47:109 CMD DBGM     - 972 AE_LB011 0.00.00 - ETAC_Low.ETACS_LL.AE_LB011       000000 off
03:56:47:109 CMD DBGM     - 973 DT_LB011 0.00.00 - ETACS_LL.AE_LB011.DT_LB011       000000 off
03:56:47:109 CMD DBGM     - 974 SD_LB011 0.00.00 - ETACS_LL.AE_LB011.SD_LB011       000000 off
03:56:47:109 CMD DBGM     - 975 AE_LB010 0.00.00 - ETAC_Low.ETACS_LL.AE_LB010       000000 off
03:56:47:109 CMD DBGM     - 976 DT_LB010 0.00.00 - ETACS_LL.AE_LB010.DT_LB010       000000 off
03:56:47:109 CMD DBGM     - 977 SD_LB010 0.00.00 - ETACS_LL.AE_LB010.SD_LB010       000000 off
03:56:47:109 CMD DBGM     - 978 AE_LB009 0.00.00 - ETAC_Low.ETACS_LL.AE_LB009       000000 off
03:56:47:109 CMD DBGM     - 979 DT_LB009 0.00.00 - ETACS_LL.AE_LB009.DT_LB009       000000 off
03:56:47:109 CMD DBGM     - 980 SD_LB009 0.00.00 - ETACS_LL.AE_LB009.SD_LB009       000000 off
03:56:47:109 CMD DBGM     - 981 AE_LB008 0.00.00 - ETAC_Low.ETACS_LL.AE_LB008       000000 off
03:56:47:109 CMD DBGM     - 982 DT_LB008 0.00.00 - ETACS_LL.AE_LB008.DT_LB008       000000 off
03:56:47:109 CMD DBGM     - 983 SD_LB008 0.00.00 - ETACS_LL.AE_LB008.SD_LB008       000000 off
03:56:47:109 CMD DBGM     - 984 AE_LB007 0.00.00 - ETAC_Low.ETACS_LL.AE_LB007       000000 off
03:56:47:109 CMD DBGM     - 985 DT_LB007 0.00.00 - ETACS_LL.AE_LB007.DT_LB007       000000 off
03:56:47:109 CMD DBGM     - 986 SD_LB007 0.00.00 - ETACS_LL.AE_LB007.SD_LB007       000000 off
03:56:47:109 CMD DBGM     - 987 AE_LB006 0.00.00 - ETAC_Low.ETACS_LL.AE_LB006       000000 off
03:56:47:109 CMD DBGM     - 988 DT_LB006 0.00.00 - ETACS_LL.AE_LB006.DT_LB006       000000 off
03:56:47:109 CMD DBGM     - 989 SD_LB006 0.00.00 - ETACS_LL.AE_LB006.SD_LB006       000000 off
03:56:47:109 CMD DBGM     - 990 AE_LB005 0.00.00 - ETAC_Low.ETACS_LL.AE_LB005       000000 off
03:56:47:109 CMD DBGM     - 991 DT_LB005 0.00.00 - ETACS_LL.AE_LB005.DT_LB005       000000 off
03:56:47:109 CMD DBGM     - 992 SD_LB005 0.00.00 - ETACS_LL.AE_LB005.SD_LB005       000000 off
03:56:47:109 CMD DBGM     - 993 AE_LB004 0.00.00 - ETAC_Low.ETACS_LL.AE_LB004       000000 off
03:56:47:109 CMD DBGM     - 994 DT_LB004 0.00.00 - ETACS_LL.AE_LB004.DT_LB004       000000 off
03:56:47:109 CMD DBGM     - 995 SD_LB004 0.00.00 - ETACS_LL.AE_LB004.SD_LB004       000000 off
03:56:47:109 CMD DBGM     - 996 AE_LB003 0.00.00 - ETAC_Low.ETACS_LL.AE_LB003       000000 off
03:56:47:109 CMD DBGM     - 997 DT_LB003 0.00.00 - ETACS_LL.AE_LB003.DT_LB003       000000 off
03:56:47:109 CMD DBGM     - 998 SD_LB003 0.00.00 - ETACS_LL.AE_LB003.SD_LB003       000000 off
03:56:47:109 CMD DBGM     - 999 AE_LB002 0.00.00 - ETAC_Low.ETACS_LL.AE_LB002       000000 off
03:56:47:109 CMD DBGM     - 1000 DT_LB002 0.00.00 - ETACS_LL.AE_LB002.DT_LB002       000000 off
03:56:47:109 CMD DBGM     - 1001 SD_LB002 0.00.00 - ETACS_LL.AE_LB002.SD_LB002       000000 off
03:56:47:109 CMD DBGM     - 1002 AE_LB001 0.00.00 - ETAC_Low.ETACS_LL.AE_LB001       000000 off
03:56:47:109 CMD DBGM     - 1003 DT_LB001 0.00.00 - ETACS_LL.AE_LB001.DT_LB001       000000 off
03:56:47:109 CMD DBGM     - 1004 SD_LB001 0.00.00 - ETACS_LL.AE_LB001.SD_LB001       000000 off
03:56:47:109 CMD DBGM     - 1005 LowUTurn 0.00.00 - PS1_THSy.ETAC_Low.LowUTurn       000000 off
03:56:47:109 CMD DBGM     - 1006 LOUT_001 0.00.00 - ETAC_Low.LowUTurn.LOUT_001       000000 off
03:56:47:109 CMD DBGM     - 1007 MotorLU1 0.00.00 - LowUTurn.LOUT_001.MotorLU1       000000 off
03:56:47:109 CMD DBGM     - 1008 AE_LU001 0.00.00 - LowUTurn.LOUT_001.AE_LU001       000000 off
03:56:47:109 CMD DBGM     - 1009 DT_LU001 0.00.00 - LOUT_001.AE_LU001.DT_LU001       000000 off
03:56:47:109 CMD DBGM     - 1010 LOUT_002 0.00.00 - ETAC_Low.LowUTurn.LOUT_002       000000 off
03:56:47:109 CMD DBGM     - 1011 MotorLU2 0.00.00 - LowUTurn.LOUT_002.MotorLU2       000000 off
03:56:47:109 CMD DBGM     - 1012 AE_LU002 0.00.00 - LowUTurn.LOUT_002.AE_LU002       000000 off
03:56:47:109 CMD DBGM     - 1013 DT_LU002 0.00.00 - LOUT_002.AE_LU002.DT_LU002       000000 off
03:56:47:109 CMD DBGM     - 1014 TD_UF001 0.00.00 - PS1_THSy.TD_UF001                000000 off
03:56:47:109 CMD DBGM     - 1015 TD_UF002 0.00.00 - PS1_THSy.TD_UF002                000000 off
03:56:47:109 CMD DBGM     - 1016 TD_UF003 0.00.00 - PS1_THSy.TD_UF003                000000 off
03:56:47:109 CMD DBGM     - 1017 TD_UF004 0.00.00 - PS1_THSy.TD_UF004                000000 off
03:56:47:109 CMD DBGM     - 1018 TD_UF005 0.00.00 - PS1_THSy.TD_UF005                000000 off
03:56:47:109 CMD DBGM     - 1019 TD_UF006 0.00.00 - PS1_THSy.TD_UF006                000000 off
03:56:47:109 CMD DBGM     - 1020 TD_UF007 0.00.00 - PS1_THSy.TD_UF007                000000 off
03:56:47:109 CMD DBGM     - 1021 TD_UF008 0.00.00 - PS1_THSy.TD_UF008                000000 off
03:56:47:109 CMD DBGM     - 1022 TD_UF009 0.00.00 - PS1_THSy.TD_UF009                000000 off
03:56:47:109 CMD DBGM     - 1023 TD_UF010 0.00.00 - PS1_THSy.TD_UF010                000000 off
03:56:47:109 CMD DBGM     - 1024 TD_UF011 0.00.00 - PS1_THSy.TD_UF011                000000 off
03:56:47:109 CMD DBGM     - 1025 TD_UF012 0.00.00 - PS1_THSy.TD_UF012                000000 off
03:56:47:109 CMD DBGM     - 1026 TD_UF013 0.00.00 - PS1_THSy.TD_UF013                000000 off
03:56:47:109 CMD DBGM     - 1027 TD_UF014 0.00.00 - PS1_THSy.TD_UF014                000000 off
03:56:47:109 CMD DBGM     - 1028 TD_UF015 0.00.00 - PS1_THSy.TD_UF015                000000 off
03:56:47:109 CMD DBGM     - 1029 TD_UF016 0.00.00 - PS1_THSy.TD_UF016                000000 off
03:56:47:109 CMD DBGM     - 1030 TD_UF017 0.00.00 - PS1_THSy.TD_UF017                000000 off
03:56:47:109 CMD DBGM     - 1031 TD_UF018 0.00.00 - PS1_THSy.TD_UF018                000000 off
03:56:47:109 CMD DBGM     - 1032 TD_UF019 0.00.00 - PS1_THSy.TD_UF019                000000 off
03:56:47:109 CMD DBGM     - 1033 TD_UF020 0.00.00 - PS1_THSy.TD_UF020                000000 off
03:56:47:109 CMD DBGM     - 1034 TD_UF021 0.00.00 - PS1_THSy.TD_UF021                000000 off
03:56:47:109 CMD DBGM     - 1035 TD_UF022 0.00.00 - PS1_THSy.TD_UF022                000000 off
03:56:47:109 CMD DBGM     - 1036 TD_UF023 0.00.00 - PS1_THSy.TD_UF023                000000 off
03:56:47:109 CMD DBGM     - 1037 TD_UF024 0.00.00 - PS1_THSy.TD_UF024                000000 off
03:56:47:109 CMD DBGM     - 1038 TD_UF025 0.00.00 - PS1_THSy.TD_UF025                000000 off
03:56:47:109 CMD DBGM     - 1039 TD_UF026 0.00.00 - PS1_THSy.TD_UF026                000000 off
03:56:47:109 CMD DBGM     - 1040 TD_UF027 0.00.00 - PS1_THSy.TD_UF027                000000 off
03:56:47:109 CMD DBGM     - 1041 TD_UF028 0.00.00 - PS1_THSy.TD_UF028                000000 off
03:56:47:109 CMD DBGM     - 1042 TD_UF029 0.00.00 - PS1_THSy.TD_UF029                000000 off
03:56:47:109 CMD DBGM     - 1043 TD_UF030 0.00.00 - PS1_THSy.TD_UF030                000000 off
03:56:47:109 CMD DBGM     - 1044 TD_UF031 0.00.00 - PS1_THSy.TD_UF031                000000 off
03:56:47:109 CMD DBGM     - 1045 TD_UF032 0.00.00 - PS1_THSy.TD_UF032                000000 off
03:56:47:109 CMD DBGM     - 1046 TD_UF033 0.00.00 - PS1_THSy.TD_UF033                000000 off
03:56:47:109 CMD DBGM     - 1047 TD_UF034 0.00.00 - PS1_THSy.TD_UF034                000000 off
03:56:47:109 CMD DBGM     - 1048 TD_UF035 0.00.00 - PS1_THSy.TD_UF035                000000 off
03:56:47:109 CMD DBGM     - 1049 TD_UF036 0.00.00 - PS1_THSy.TD_UF036                000000 off
03:56:47:109 CMD DBGM     - 1050 TD_UF037 0.00.00 - PS1_THSy.TD_UF037                000000 off
03:56:47:109 CMD DBGM     - 1051 TD_UF038 0.00.00 - PS1_THSy.TD_UF038                000000 off
03:56:47:109 CMD DBGM     - 1052 TD_UF039 0.00.00 - PS1_THSy.TD_UF039                000000 off
03:56:47:109 CMD DBGM     - 1053 TD_UF040 0.00.00 - PS1_THSy.TD_UF040                000000 off
03:56:47:109 CMD DBGM     - 1054 TD_UF041 0.00.00 - PS1_THSy.TD_UF041                000000 off
03:56:47:109 CMD DBGM     - 1055 TD_UF042 0.00.00 - PS1_THSy.TD_UF042                000000 off
03:56:47:109 CMD DBGM     - 1056 TD_UF043 0.00.00 - PS1_THSy.TD_UF043                000000 off
03:56:47:109 CMD DBGM     - 1057 TD_UF044 0.00.00 - PS1_THSy.TD_UF044                000000 off
03:56:47:109 CMD DBGM     - 1058 TD_UF045 0.00.00 - PS1_THSy.TD_UF045                000000 off
03:56:47:109 CMD DBGM     - 1059 TD_UF046 0.00.00 - PS1_THSy.TD_UF046                000000 off
03:56:47:109 CMD DBGM     - 1060 TD_UF047 0.00.00 - PS1_THSy.TD_UF047                000000 off
03:56:47:109 CMD DBGM     - 1061 TD_UF048 0.00.00 - PS1_THSy.TD_UF048                000000 off
03:56:47:109 CMD DBGM     - 1062 TD_UF049 0.00.00 - PS1_THSy.TD_UF049                000000 off
03:56:47:109 CMD DBGM     - 1063 TD_UF050 0.00.00 - PS1_THSy.TD_UF050                000000 off
03:56:47:109 CMD DBGM     - 1064 TD_UF051 0.00.00 - PS1_THSy.TD_UF051                000000 off
03:56:47:109 CMD DBGM     - 1065 TD_UF052 0.00.00 - PS1_THSy.TD_UF052                000000 off
03:56:47:109 CMD DBGM     - 1066 TD_UF053 0.00.00 - PS1_THSy.TD_UF053                000000 off
03:56:47:109 CMD DBGM     - 1067 TD_UF054 0.00.00 - PS1_THSy.TD_UF054                000000 off
03:56:47:109 CMD DBGM     - 1068 TD_UF055 0.00.00 - PS1_THSy.TD_UF055                000000 off
03:56:47:109 CMD DBGM     - 1069 TD_UF056 0.00.00 - PS1_THSy.TD_UF056                000000 off
03:56:47:109 CMD DBGM     - 1070 TD_UF057 0.00.00 - PS1_THSy.TD_UF057                000000 off
03:56:47:109 CMD DBGM     - 1071 TD_UF058 0.00.00 - PS1_THSy.TD_UF058                000000 off
03:56:47:109 CMD DBGM     - 1072 TD_UF059 0.00.00 - PS1_THSy.TD_UF059                000000 off
03:56:47:109 CMD DBGM     - 1073 TD_UF060 0.00.00 - PS1_THSy.TD_UF060                000000 off
03:56:47:109 CMD DBGM     - 1074 TD_UF061 0.00.00 - PS1_THSy.TD_UF061                000000 off
03:56:47:109 CMD DBGM     - 1075 TD_UF062 0.00.00 - PS1_THSy.TD_UF062                000000 off
03:56:47:109 CMD DBGM     - 1076 TD_UF063 0.00.00 - PS1_THSy.TD_UF063                000000 off
03:56:47:109 CMD DBGM     - 1077 TD_UF064 0.00.00 - PS1_THSy.TD_UF064                000000 off
03:56:47:109 CMD DBGM     - 1078 TD_UF065 0.00.00 - PS1_THSy.TD_UF065                000000 off
03:56:47:109 CMD DBGM     - 1079 TD_UF066 0.00.00 - PS1_THSy.TD_UF066                000000 off
03:56:47:109 CMD DBGM     - 1080 TD_UF067 0.00.00 - PS1_THSy.TD_UF067                000000 off
03:56:47:109 CMD DBGM     - 1081 TD_UF068 0.00.00 - PS1_THSy.TD_UF068                000000 off
03:56:47:109 CMD DBGM     - 1082 TD_UF069 0.00.00 - PS1_THSy.TD_UF069                000000 off
03:56:47:109 CMD DBGM     - 1083 TD_UF070 0.00.00 - PS1_THSy.TD_UF070                000000 off
03:56:47:109 CMD DBGM     - 1084 TD_UF071 0.00.00 - PS1_THSy.TD_UF071                000000 off
03:56:47:109 CMD DBGM     - 1085 TD_UF072 0.00.00 - PS1_THSy.TD_UF072                000000 off
03:56:47:109 CMD DBGM     - 1086 TD_UF073 0.00.00 - PS1_THSy.TD_UF073                000000 off
03:56:47:109 CMD DBGM     - 1087 TD_UF074 0.00.00 - PS1_THSy.TD_UF074                000000 off
03:56:47:109 CMD DBGM     - 1088 TD_UF075 0.00.00 - PS1_THSy.TD_UF075                000000 off
03:56:47:109 CMD DBGM     - 1089 TD_UF076 0.00.00 - PS1_THSy.TD_UF076                000000 off
03:56:47:110 CMD DBGM     - 1090 TD_UF077 0.00.00 - PS1_THSy.TD_UF077                000000 off
03:56:47:110 CMD DBGM     - 1091 TD_UF078 0.00.00 - PS1_THSy.TD_UF078                000000 off
03:56:47:110 CMD DBGM     - 1092 TD_LF001 0.00.00 - PS1_THSy.TD_LF001                000000 off
03:56:47:110 CMD DBGM     - 1093 TD_LF002 0.00.00 - PS1_THSy.TD_LF002                000000 off
03:56:47:110 CMD DBGM     - 1094 TD_LF003 0.00.00 - PS1_THSy.TD_LF003                000000 off
03:56:47:110 CMD DBGM     - 1095 TD_LF004 0.00.00 - PS1_THSy.TD_LF004                000000 off
03:56:47:110 CMD DBGM     - 1096 TD_LF005 0.00.00 - PS1_THSy.TD_LF005                000000 off
03:56:47:110 CMD DBGM     - 1097 TD_LF006 0.00.00 - PS1_THSy.TD_LF006                000000 off
03:56:47:110 CMD DBGM     - 1098 TD_LF007 0.00.00 - PS1_THSy.TD_LF007                000000 off
03:56:47:110 CMD DBGM     - 1099 TD_LF008 0.00.00 - PS1_THSy.TD_LF008                000000 off
03:56:47:110 CMD DBGM     - 1100 TD_LF009 0.00.00 - PS1_THSy.TD_LF009                000000 off
03:56:47:110 CMD DBGM     - 1101 TD_LF010 0.00.00 - PS1_THSy.TD_LF010                000000 off
03:56:47:110 CMD DBGM     - 1102 TD_LF011 0.00.00 - PS1_THSy.TD_LF011                000000 off
03:56:47:110 CMD DBGM     - 1103 TD_LF012 0.00.00 - PS1_THSy.TD_LF012                000000 off
03:56:47:110 CMD DBGM     - 1104 TD_LF013 0.00.00 - PS1_THSy.TD_LF013                000000 off
03:56:47:110 CMD DBGM     - 1105 TD_LF014 0.00.00 - PS1_THSy.TD_LF014                000000 off
03:56:47:110 CMD DBGM     - 1106 TD_LF015 0.00.00 - PS1_THSy.TD_LF015                000000 off
03:56:47:110 CMD DBGM     - 1107 TD_LF016 0.00.00 - PS1_THSy.TD_LF016                000000 off
03:56:47:110 CMD DBGM     - 1108 TD_LF017 0.00.00 - PS1_THSy.TD_LF017                000000 off
03:56:47:110 CMD DBGM     - 1109 TD_LF018 0.00.00 - PS1_THSy.TD_LF018                000000 off
03:56:47:110 CMD DBGM     - 1110 TD_LF019 0.00.00 - PS1_THSy.TD_LF019                000000 off
03:56:47:110 CMD DBGM     - 1111 TD_LF020 0.00.00 - PS1_THSy.TD_LF020                000000 off
03:56:47:110 CMD DBGM     - 1112 TD_LF021 0.00.00 - PS1_THSy.TD_LF021                000000 off
03:56:47:110 CMD DBGM     - 1113 TD_LF022 0.00.00 - PS1_THSy.TD_LF022                000000 off
03:56:47:110 CMD DBGM     - 1114 TD_LF023 0.00.00 - PS1_THSy.TD_LF023                000000 off
03:56:47:110 CMD DBGM     - 1115 TD_LF024 0.00.00 - PS1_THSy.TD_LF024                000000 off
03:56:47:110 CMD DBGM     - 1116 TD_LF025 0.00.00 - PS1_THSy.TD_LF025                000000 off
03:56:47:110 CMD DBGM     - 1117 TD_LF026 0.00.00 - PS1_THSy.TD_LF026                000000 off
03:56:47:110 CMD DBGM     - 1118 TD_LF027 0.00.00 - PS1_THSy.TD_LF027                000000 off
03:56:47:110 CMD DBGM     - 1119 TD_LF028 0.00.00 - PS1_THSy.TD_LF028                000000 off
03:56:47:110 CMD DBGM     - 1120 TD_LF029 0.00.00 - PS1_THSy.TD_LF029                000000 off
03:56:47:110 CMD DBGM     - 1121 TD_LF030 0.00.00 - PS1_THSy.TD_LF030                000000 off
03:56:47:110 CMD DBGM     - 1122 TD_LF031 0.00.00 - PS1_THSy.TD_LF031                000000 off
03:56:47:110 CMD DBGM     - 1123 TD_LF032 0.00.00 - PS1_THSy.TD_LF032                000000 off
03:56:47:110 CMD DBGM     - 1124 TD_LF033 0.00.00 - PS1_THSy.TD_LF033                000000 off
03:56:47:110 CMD DBGM     - 1125 TD_LF034 0.00.00 - PS1_THSy.TD_LF034                000000 off
03:56:47:110 CMD DBGM     - 1126 TD_LF035 0.00.00 - PS1_THSy.TD_LF035                000000 off
03:56:47:110 CMD DBGM     - 1127 TD_LF036 0.00.00 - PS1_THSy.TD_LF036                000000 off
03:56:47:110 CMD DBGM     - 1128 TD_LF037 0.00.00 - PS1_THSy.TD_LF037                000000 off
03:56:47:110 CMD DBGM     - 1129 TD_LF038 0.00.00 - PS1_THSy.TD_LF038                000000 off
03:56:47:110 CMD DBGM     - 1130 TD_LF039 0.00.00 - PS1_THSy.TD_LF039                000000 off
03:56:47:110 CMD DBGM     - 1131 TD_LF040 0.00.00 - PS1_THSy.TD_LF040                000000 off
03:56:47:110 CMD DBGM     - 1132 TD_LF041 0.00.00 - PS1_THSy.TD_LF041                000000 off
03:56:47:110 CMD DBGM     - 1133 TD_LF042 0.00.00 - PS1_THSy.TD_LF042                000000 off
03:56:47:110 CMD DBGM     - 1134 TD_LF043 0.00.00 - PS1_THSy.TD_LF043                000000 off
03:56:47:110 CMD DBGM     - 1135 TD_LF044 0.00.00 - PS1_THSy.TD_LF044                000000 off
03:56:47:110 CMD DBGM     - 1136 TD_LF045 0.00.00 - PS1_THSy.TD_LF045                000000 off
03:56:47:110 CMD DBGM     - 1137 TD_LF046 0.00.00 - PS1_THSy.TD_LF046                000000 off
03:56:47:110 CMD DBGM     - 1138 TD_LF047 0.00.00 - PS1_THSy.TD_LF047                000000 off
03:56:47:110 CMD DBGM     - 1139 TD_LF048 0.00.00 - PS1_THSy.TD_LF048                000000 off
03:56:47:110 CMD DBGM     - 1140 TD_LF049 0.00.00 - PS1_THSy.TD_LF049                000000 off
03:56:47:110 CMD DBGM     - 1141 TD_LF050 0.00.00 - PS1_THSy.TD_LF050                000000 off
03:56:47:110 CMD DBGM     - 1142 TD_LF051 0.00.00 - PS1_THSy.TD_LF051                000000 off
03:56:47:110 CMD DBGM     - 1143 TD_LF052 0.00.00 - PS1_THSy.TD_LF052                000000 off
03:56:47:110 CMD DBGM     - 1144 TD_LF053 0.00.00 - PS1_THSy.TD_LF053                000000 off
03:56:47:110 CMD DBGM     - 1145 TD_LF054 0.00.00 - PS1_THSy.TD_LF054                000000 off
03:56:47:110 CMD DBGM     - 1146 TD_LF055 0.00.00 - PS1_THSy.TD_LF055                000000 off
03:56:47:110 CMD DBGM     - 1147 TD_LF056 0.00.00 - PS1_THSy.TD_LF056                000000 off
03:56:47:110 CMD DBGM     - 1148 TD_LF057 0.00.00 - PS1_THSy.TD_LF057                000000 off
03:56:47:110 CMD DBGM     - 1149 TD_LF058 0.00.00 - PS1_THSy.TD_LF058                000000 off
03:56:47:110 CMD DBGM     - 1150 TD_LF059 0.00.00 - PS1_THSy.TD_LF059                000000 off
03:56:47:110 CMD DBGM     - 1151 TD_LF060 0.00.00 - PS1_THSy.TD_LF060                000000 off
03:56:47:110 CMD DBGM     - 1152 TD_LF061 0.00.00 - PS1_THSy.TD_LF061                000000 off
03:56:47:110 CMD DBGM     - 1153 TD_LF062 0.00.00 - PS1_THSy.TD_LF062                000000 off
03:56:47:110 CMD DBGM     - 1154 TD_LF063 0.00.00 - PS1_THSy.TD_LF063                000000 off
03:56:47:110 CMD DBGM     - 1155 TD_LF064 0.00.00 - PS1_THSy.TD_LF064                000000 off
03:56:47:110 CMD DBGM     - 1156 TD_LF065 0.00.00 - PS1_THSy.TD_LF065                000000 off
03:56:47:110 CMD DBGM     - 1157 TD_LF066 0.00.00 - PS1_THSy.TD_LF066                000000 off
03:56:47:110 CMD DBGM     - 1158 TD_LF067 0.00.00 - PS1_THSy.TD_LF067                000000 off
03:56:47:110 CMD DBGM     - 1159 TD_LF068 0.00.00 - PS1_THSy.TD_LF068                000000 off
03:56:47:110 CMD DBGM     - 1160 TD_LF069 0.00.00 - PS1_THSy.TD_LF069                000000 off
03:56:47:110 CMD DBGM     - 1161 TD_LF070 0.00.00 - PS1_THSy.TD_LF070                000000 off
03:56:47:110 CMD DBGM     - 1162 TD_LF071 0.00.00 - PS1_THSy.TD_LF071                000000 off
03:56:47:110 CMD DBGM     - 1163 TD_LF072 0.00.00 - PS1_THSy.TD_LF072                000000 off
03:56:47:110 CMD DBGM     - 1164 TD_LF073 0.00.00 - PS1_THSy.TD_LF073                000000 off
03:56:47:110 CMD DBGM     - 1165 TD_LF074 0.00.00 - PS1_THSy.TD_LF074                000000 off
03:56:47:110 CMD DBGM     - 1166 TD_LF075 0.00.00 - PS1_THSy.TD_LF075                000000 off
03:56:47:110 CMD DBGM     - 1167 TD_LF076 0.00.00 - PS1_THSy.TD_LF076                000000 off
